label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.002514604479074478,-0.002642097184434533,0.012808453291654587,-0.13471943140029907,-0.09696167707443237,-0.04338385909795761,-0.19993668794631958,-0.2339549958705902,-0.08358737081289291,-0.24195121228694916,-0.40344488620758057,-0.08881255239248276,-0.22176095843315125,-0.49660050868988037,-0.12798984348773956,-0.23655164241790771,-0.4627097249031067,-0.04245063662528992,-0.2802010178565979,-0.6653829216957092,-0.10596427321434021,-0.29177001118659973,-0.8317543864250183,-0.14258332550525665,-0.3082869350910187,-0.9252570271492004,-0.19901102781295776,-0.12703809142112732,-0.44703465700149536,-0.03729211166501045,-0.12530140578746796,-0.5768530964851379,-0.15065714716911316,-0.08669879287481308,-0.4133157432079315,-0.16513104736804962,-0.10489442199468613,-0.3080885410308838,-0.14802926778793335,0.02697788178920746,-0.43095049262046814,-0.02584071271121502,0.040663640946149826,-0.5265214443206787,-0.14669232070446014,-0.01849690079689026,-0.3727174699306488,-0.08867697417736053,0.00944942981004715,-0.27143508195877075,-0.07865047454833984,0.06804226338863373,-0.35785675048828125,-0.06289273500442505,0.06257402151823044,-0.4386066198348999,-0.14200575649738312,0.06037086248397827,-0.38681137561798096,-0.1520150750875473,0.01712377741932869,-0.3113439977169037,-0.07651782035827637
A,-0.00991821475327015,0.0065793925896286964,-0.005171450786292553,-0.10514798760414124,-0.05984106659889221,-0.03794870898127556,-0.2700868844985962,-0.2518560290336609,-0.055838942527770996,-0.19656355679035187,-0.4033375382423401,-0.05319884791970253,-0.20166894793510437,-0.5054551959037781,-0.08437062054872513,-0.2209251970052719,-0.41177669167518616,-0.03235424682497978,-0.3010975122451782,-0.6937844157218933,-0.1252164989709854,-0.3446528911590576,-0.8058422803878784,-0.13799020648002625,-0.3004651665687561,-0.9422293901443481,-0.1503588855266571,-0.11435134708881378,-0.406391978263855,-0.05035173147916794,-0.11981870979070663,-0.5676738619804382,-0.12684358656406403,-0.09429550915956497,-0.42931950092315674,-0.19906289875507355,-0.11984825134277344,-0.2954426109790802,-0.14391452074050903,-0.006176633760333061,-0.4272564649581909,-0.03865834325551987,-0.011861746199429035,-0.5564090609550476,-0.13956107199192047,-0.05722126364707947,-0.3941504955291748,-0.1395149528980255,-0.024397674947977066,-0.29925116896629333,-0.08175579458475113,0.10609208047389984,-0.37293505668640137,-0.04760259762406349,0.1028631255030632,-0.4296344220638275,-0.1273057460784912,0.06220177188515663,-0.34624743461608887,-0.13726915419101715,-0.0026829950511455536,-0.29064884781837463,-0.12669546902179718
A,-0.02845483459532261,0.005169055890291929,-0.011370989494025707,-0.1574135273694992,-0.10710830986499786,-0.04524742066860199,-0.2188432514667511,-0.2264474630355835,-0.06979095935821533,-0.19580598175525665,-0.3629341125488281,-0.06663576513528824,-0.2225664108991623,-0.46765097975730896,-0.09627921879291534,-0.21343086659908295,-0.44440001249313354,-0.02846948802471161,-0.2820453643798828,-0.6934114098548889,-0.14142628014087677,-0.32127755880355835,-0.8345251679420471,-0.12801025807857513,-0.33213168382644653,-0.9254677295684814,-0.20113316178321838,-0.11881604045629501,-0.4381107985973358,-0.07140351831912994,-0.09909534454345703,-0.5747910141944885,-0.17118704319000244,-0.14548036456108093,-0.4073478877544403,-0.1781901866197586,-0.10241802036762238,-0.3102193772792816,-0.12737925350666046,-0.003886761609464884,-0.4040367901325226,-0.08586064726114273,0.04669291153550148,-0.5237979292869568,-0.13064272701740265,-0.011264989152550697,-0.38354477286338806,-0.12046319991350174,-0.01431948784738779,-0.3007810115814209,-0.11527584493160248,0.11278572678565979,-0.39646685123443604,-0.0808209702372551,0.0842508003115654,-0.4673662781715393,-0.138340562582016,0.0424434132874012,-0.371866375207901,-0.12838418781757355,0.016320902854204178,-0.2601683437824249,-0.10427607595920563
A,-0.009486659429967403,-0.03888529911637306,-0.02615506388247013,-0.115080825984478,-0.08726036548614502,-0.05627826228737831,-0.19315165281295776,-0.27854958176612854,-0.08122581988573074,-0.22609452903270721,-0.37925267219543457,-0.10290978103876114,-0.18752869963645935,-0.5243276357650757,-0.08848463743925095,-0.20578350126743317,-0.46135208010673523,-0.032857831567525864,-0.31428655982017517,-0.695669412612915,-0.07583455741405487,-0.3163846731185913,-0.7722432613372803,-0.16535738110542297,-0.31475067138671875,-0.9310473799705505,-0.1728246808052063,-0.10874781757593155,-0.44910410046577454,-0.059048350900411606,-0.04378831014037132,-0.5742164850234985,-0.18780586123466492,-0.11048771440982819,-0.4040481150150299,-0.18223866820335388,-0.06460892409086227,-0.2854483127593994,-0.1667555421590805,-0.012335061095654964,-0.42586520314216614,-0.07011851668357849,-0.015716727823019028,-0.5180597901344299,-0.12016741186380386,-0.03734120726585388,-0.42551153898239136,-0.16325238347053528,-0.045860353857278824,-0.35986387729644775,-0.10864366590976715,0.11814694851636887,-0.3646811246871948,-0.05893055349588394,0.07856187224388123,-0.41129571199417114,-0.14661866426467896,0.03880996257066727,-0.3120805323123932,-0.1452704668045044,0.0014280155301094055,-0.28390973806381226,-0.11208187788724899
A,0.021326491609215736,-0.018432678654789925,0.01609433814883232,-0.11976247280836105,-0.09960202872753143,-0.04735087975859642,-0.2426317185163498,-0.20598044991493225,-0.08359545469284058,-0.22570426762104034,-0.4122961759567261,-0.096561498939991,-0.17537786066532135,-0.4768688678741455,-0.1152813583612442,-0.2256217747926712,-0.4801543354988098,-0.052672676742076874,-0.23331749439239502,-0.6654083132743835,-0.11902205646038055,-0.3458472192287445,-0.8379621505737305,-0.15004734694957733,-0.3256618082523346,-0.9420244693756104,-0.2098725289106369,-0.08015602082014084,-0.42884641885757446,-0.04918737709522247,-0.1095222681760788,-0.583260178565979,-0.20619356632232666,-0.09520246833562851,-0.4390197992324829,-0.19229218363761902,-0.10462309420108795,-0.2908502519130707,-0.18711939454078674,-0.03157637268304825,-0.3929721415042877,-0.04103181138634682,-0.005432541482150555,-0.5308997631072998,-0.15781407058238983,-0.006192600354552269,-0.4270970821380615,-0.11122424900531769,-0.0025180894881486893,-0.2849956750869751,-0.07463128864765167,0.01676313579082489,-0.3525550663471222,-0.07653114199638367,0.08540034294128418,-0.45912063121795654,-0.14949572086334229,0.054692357778549194,-0.3684047758579254,-0.14804750680923462,0.05044756084680557,-0.31005528569221497,-0.09070207178592682
A,0.003536249278113246,-0.016086112707853317,-0.005799638107419014,-0.15521731972694397,-0.07274699211120605,-0.04365772753953934,-0.2371526062488556,-0.27494096755981445,-0.06347834318876266,-0.19749507308006287,-0.39325612783432007,-0.08127202093601227,-0.18278087675571442,-0.4908732771873474,-0.10889728367328644,-0.2160254418849945,-0.48201999068260193,-0.023240821436047554,-0.29303228855133057,-0.6790609955787659,-0.11019977927207947,-0.3126920461654663,-0.8399017453193665,-0.12583044171333313,-0.36042723059654236,-0.9479220509529114,-0.17942771315574646,-0.07934674620628357,-0.4323176145553589,-0.04665418341755867,-0.13361084461212158,-0.5764951109886169,-0.14787018299102783,-0.06370432674884796,-0.4051664173603058,-0.20282036066055298,-0.05128226801753044,-0.31339648365974426,-0.18129797279834747,0.02660571224987507,-0.40676429867744446,-0.06346724182367325,0.018121851608157158,-0.5252498984336853,-0.1321147084236145,-0.039722491055727005,-0.3619082570075989,-0.10894490778446198,-0.03416728973388672,-0.31411033868789673,-0.1051783338189125,0.09467620402574539,-0.3707279860973358,-0.09131971746683121,0.10456633567810059,-0.4392177164554596,-0.15849445760250092,0.06113496050238609,-0.335781455039978,-0.1606709510087967,0.01378664467483759,-0.2690955102443695,-0.09692636877298355
A,0.004533977247774601,0.023248422890901566,-0.021764233708381653,-0.16640019416809082,-0.10357843339443207,-0.04816487804055214,-0.24193842709064484,-0.26264098286628723,-0.08901266753673553,-0.2290513664484024,-0.4110751450061798,-0.08228974789381027,-0.15936250984668732,-0.5018335580825806,-0.10721693933010101,-0.23352694511413574,-0.44119951128959656,-0.03434351086616516,-0.25655049085617065,-0.7081425786018372,-0.09614352881908417,-0.3102194368839264,-0.8256593346595764,-0.1379428505897522,-0.3551267981529236,-0.8847612142562866,-0.21098193526268005,-0.09020744264125824,-0.46030259132385254,-0.01867835596203804,-0.11280452460050583,-0.5695011019706726,-0.14640577137470245,-0.07550102472305298,-0.4240398705005646,-0.2315821647644043,-0.10701902210712433,-0.3018220365047455,-0.17251813411712646,0.012505674734711647,-0.3854626417160034,-0.05907462537288666,-0.016046777367591858,-0.5144643783569336,-0.13032035529613495,-0.018202265724539757,-0.3597121238708496,-0.13485965132713318,-0.04932566359639168,-0.3008546233177185,-0.06424140930175781,0.07345956563949585,-0.31874316930770874,-0.09395276010036469,0.10742969810962677,-0.4356198310852051,-0.15368416905403137,0.06806066632270813,-0.3931249976158142,-0.11162959039211273,0.024578802287578583,-0.2987966537475586,-0.09632169455289841
A,0.021197980269789696,0.015395908616483212,0.039990074932575226,-0.11520291864871979,-0.060578152537345886,-0.06141304224729538,-0.22388620674610138,-0.2416369616985321,-0.06986750662326813,-0.21061007678508759,-0.38245731592178345,-0.07275419682264328,-0.17729251086711884,-0.4992206394672394,-0.11963793635368347,-0.23974093794822693,-0.4283755123615265,-0.03781506046652794,-0.27269476652145386,-0.7121804356575012,-0.1421569436788559,-0.3400810956954956,-0.7955179810523987,-0.12825198471546173,-0.31971558928489685,-0.9431806802749634,-0.18675708770751953,-0.11455880105495453,-0.4447796046733856,-0.09181740880012512,-0.12226757407188416,-0.576471745967865,-0.11714409291744232,-0.09430084377527237,-0.38959115743637085,-0.18011263012886047,-0.09687162190675735,-0.38348472118377686,-0.1544421762228012,0.008051170967519283,-0.37049397826194763,-0.06585441529750824,0.01562921516597271,-0.5562582612037659,-0.1755065619945526,-0.026480603963136673,-0.4087778627872467,-0.10077337920665741,-0.026539037004113197,-0.3135480582714081,-0.08296053111553192,0.09656006842851639,-0.3712923228740692,-0.053157564252614975,0.050574272871017456,-0.4507799446582794,-0.13730169832706451,0.019681356847286224,-0.3559039533138275,-0.11292316764593124,0.0349259078502655,-0.3217511475086212,-0.12586908042430878
A,0.02464606799185276,0.0059667048044502735,-0.00019717877148650587,-0.12799343466758728,-0.07182730734348297,-0.06478506326675415,-0.23182468116283417,-0.2500383257865906,-0.08039181679487228,-0.21931181848049164,-0.3650219738483429,-0.1089954748749733,-0.13672707974910736,-0.4546377658843994,-0.13734041154384613,-0.22472673654556274,-0.4449707269668579,-0.05134205520153046,-0.30325525999069214,-0.6909814476966858,-0.08861001580953598,-0.32932594418525696,-0.781916618347168,-0.14381404221057892,-0.3284078538417816,-0.8981520533561707,-0.17161542177200317,-0.1012178510427475,-0.44450294971466064,-0.005416303873062134,-0.08887261152267456,-0.5767378211021423,-0.17901663482189178,-0.09005667269229889,-0.4404837191104889,-0.20655742287635803,-0.09740088135004044,-0.29986685514450073,-0.13805915415287018,0.002758294576779008,-0.38964876532554626,-0.08063684403896332,0.013295488432049751,-0.5396634936332703,-0.13473650813102722,-0.009897230193018913,-0.38579630851745605,-0.137966126203537,-0.01942417025566101,-0.2894398272037506,-0.1107935979962349,0.09571941196918488,-0.3641749322414398,-0.11410399526357651,0.10750938206911087,-0.4537462294101715,-0.16765083372592926,0.038903672248125076,-0.36036500334739685,-0.10862283408641815,0.02253381907939911,-0.2784998118877411,-0.08383359014987946
A,0.010671010240912437,0.021371282637119293,-0.009530196897685528,-0.12139645218849182,-0.08740780502557755,-0.029127536341547966,-0.24608787894248962,-0.26848775148391724,-0.04413803294301033,-0.22056445479393005,-0.39815860986709595,-0.08808762580156326,-0.18905028700828552,-0.4655858278274536,-0.12805487215518951,-0.22491824626922607,-0.4448854923248291,-0.0382135733962059,-0.3044793903827667,-0.7036009430885315,-0.0948856920003891,-0.3397088944911957,-0.8055256605148315,-0.18009649217128754,-0.33745601773262024,-0.9264111518859863,-0.20918408036231995,-0.0955633744597435,-0.43825089931488037,-0.06241748854517937,-0.13548681139945984,-0.6039813756942749,-0.14645196497440338,-0.12065230309963226,-0.4449065029621124,-0.17686301469802856,-0.04626783728599548,-0.2999454736709595,-0.14845040440559387,0.0013636245857924223,-0.3901095390319824,-0.08298096060752869,0.005135892890393734,-0.5369206666946411,-0.15233977138996124,-0.016058307141065598,-0.41519540548324585,-0.13304980099201202,-0.04206722602248192,-0.34617382287979126,-0.10968825221061707,0.10172169655561447,-0.32662612199783325,-0.039750635623931885,0.09027628600597382,-0.4286413788795471,-0.13244347274303436,0.032604824751615524,-0.39708781242370605,-0.13816328346729279,-0.009391538798809052,-0.29434654116630554,-0.09914283454418182
A,-0.028401389718055725,0.0006459076539613307,0.024800362065434456,-0.12958718836307526,-0.07580184936523438,-0.03248095512390137,-0.19135741889476776,-0.24986813962459564,-0.04492264986038208,-0.21792615950107574,-0.40190279483795166,-0.08334265649318695,-0.18737658858299255,-0.5036872625350952,-0.11522643268108368,-0.2678147852420807,-0.4497145414352417,-0.06140133738517761,-0.29057902097702026,-0.6572337746620178,-0.11381358653306961,-0.32993945479393005,-0.7911723256111145,-0.13868741691112518,-0.30682581663131714,-0.9342430830001831,-0.16917937994003296,-0.12232696264982224,-0.45140016078948975,-0.02977113053202629,-0.11707650870084763,-0.5573272109031677,-0.09963895380496979,-0.13123875856399536,-0.43265300989151,-0.14983557164669037,-0.09471940994262695,-0.2822744846343994,-0.1839100569486618,0.0037361413706094027,-0.4087803065776825,-0.053311772644519806,0.020368453115224838,-0.5665478110313416,-0.17346417903900146,0.015766436234116554,-0.39601361751556396,-0.1257552057504654,-0.027464764192700386,-0.290606290102005,-0.10891681909561157,0.0722280889749527,-0.33167749643325806,-0.07299673557281494,0.10534726828336716,-0.4586223363876343,-0.12306851893663406,0.05335557460784912,-0.35350409150123596,-0.12780643999576569,0.009912297129631042,-0.3252623677253723,-0.13280123472213745
A,0.0326104573905468,0.026013679802417755,-0.006938427221029997,-0.14285096526145935,-0.0655161663889885,-0.053983960300683975,-0.25200188159942627,-0.22758574783802032,-0.05996909365057945,-0.26696956157684326,-0.3972432017326355,-0.08676566928625107,-0.1656353920698166,-0.48918163776397705,-0.11578645557165146,-0.22422146797180176,-0.44592854380607605,-0.041484713554382324,-0.29587164521217346,-0.661191463470459,-0.12232573330402374,-0.326088547706604,-0.8590759038925171,-0.13879412412643433,-0.30979105830192566,-0.9161674976348877,-0.16578759253025055,-0.09978945553302765,-0.4310298264026642,-0.03221707418560982,-0.1104552149772644,-0.5489029884338379,-0.15444409847259521,-0.1267627477645874,-0.4006132483482361,-0.13522444665431976,-0.11102087050676346,-0.30752891302108765,-0.17741762101650238,-0.01050240732729435,-0.40484732389450073,-0.08095535635948181,0.008193058893084526,-0.5714670419692993,-0.16334597766399384,-0.035939835011959076,-0.4230591058731079,-0.1622803509235382,-0.002196177840232849,-0.2875559628009796,-0.12414737045764923,0.08027208596467972,-0.37117645144462585,-0.08984111994504929,0.05940358340740204,-0.43142133951187134,-0.15852029621601105,0.055812984704971313,-0.35259389877319336,-0.11127211898565292,-0.010444961488246918,-0.25317591428756714,-0.08592887222766876
A,0.011461319401860237,0.0476718433201313,0.004099572077393532,-0.12038785964250565,-0.101016566157341,-0.027928613126277924,-0.22266016900539398,-0.26192060112953186,-0.027173880487680435,-0.22273877263069153,-0.39080217480659485,-0.09358467161655426,-0.1903737485408783,-0.48159921169281006,-0.08830343186855316,-0.2148188352584839,-0.49903610348701477,-0.0159646924585104,-0.29543840885162354,-0.710559606552124,-0.0913279578089714,-0.30784228444099426,-0.839311957359314,-0.10016481578350067,-0.3505488932132721,-0.961797297000885,-0.20722447335720062,-0.08018758893013,-0.4413972496986389,-0.04913714900612831,-0.10635219514369965,-0.5846018195152283,-0.1612779200077057,-0.11034001410007477,-0.40344980359077454,-0.15182937681674957,-0.11291970312595367,-0.3007117211818695,-0.1479446291923523,-0.024525780230760574,-0.41582050919532776,-0.07688046991825104,-0.01207443792372942,-0.5401104092597961,-0.16670407354831696,0.00040413811802864075,-0.4024663269519806,-0.11962959170341492,-0.03242892771959305,-0.3104371130466461,-0.08761154860258102,0.09210871905088425,-0.3718847930431366,-0.06749032437801361,0.10327314585447311,-0.44334739446640015,-0.11633320897817612,0.03380322828888893,-0.3527171015739441,-0.1469557285308838,0.030545072630047798,-0.30454695224761963,-0.08900271356105804
A,0.0035204181913286448,0.023844890296459198,-0.02532191202044487,-0.14668774604797363,-0.10409960150718689,-0.0612545982003212,-0.2398688793182373,-0.2553074359893799,-0.06985760480165482,-0.2174624800682068,-0.4020898938179016,-0.08589056879281998,-0.1577480286359787,-0.5102701783180237,-0.10305385291576385,-0.2233877032995224,-0.4424574673175812,-0.03740180283784866,-0.2887469232082367,-0.7060551047325134,-0.10295949876308441,-0.3375369608402252,-0.8081364035606384,-0.1516779065132141,-0.32555916905403137,-0.9449610710144043,-0.1680658906698227,-0.0947573110461235,-0.4206496477127075,0.0028517059981822968,-0.10615943372249603,-0.548601508140564,-0.14994920790195465,-0.08963395655155182,-0.41030216217041016,-0.1669466644525528,-0.07865272462368011,-0.3115749955177307,-0.16289013624191284,0.007815450429916382,-0.3708120882511139,-0.0729663223028183,-0.022376522421836853,-0.5518293976783752,-0.15018285810947418,-0.008718902245163918,-0.40003353357315063,-0.10422633588314056,-0.007062273100018501,-0.298722505569458,-0.09518902748823166,0.08528846502304077,-0.36489376425743103,-0.08053422719240189,0.056888241320848465,-0.4557298719882965,-0.15910062193870544,0.042672399431467056,-0.36821502447128296,-0.12534087896347046,0.015213615261018276,-0.296719491481781,-0.10046640038490295
